variable,count,mean,median,std_sample,min,max,q1,q3,range,variance_sample,cv_percent,iqr,skewness
close,1259,109.06669849086578,109.01,30.55681167696467,55.7899,179.26,84.83064999999999,127.12,123.47009999999999,933.7187398614844,28.016628448255243,42.28935000000001,0.2898683677506596
